Incident ID,Date,Governorate,District,Area,Target,Main category,Sub-category,Time,Air Raids
13176,8/6/17,Marib,Sirwah,-,Unknown,Unknown,Unknown,unkn,2
13177,8/6/17,Saada,Baqim,Mandabah,Unknown,Unknown,Unknown,unkn,5
13178,8/6/17,Saada,Majz,Takhyah,Unknown,Unknown,Unknown,unkn,1
13179,8/6/17,Saada,Haydan,Marran,Pro-Houthi forces,Military_Security_Target,Forces,21,1
13180,8/6/17,Saada,Al-Dhaher,Al-Malaheet,School,Educational_Facility,School,21,2
13181,8/6/17,Taiz,Al-Taiziyah,Al-Janad,Unknown,Unknown,Unknown,8,2
13182,9/6/17,Capital,Al-Sab'ein,Faj Attan,Al-Rayan City Project,Economic_infrastructure,Private business,1,-
13183,9/6/17,Sanaa,Nihm,"Al-Hawl, Al-Sawda hill",Pro-Houthi forces,Military_Security_Target,Forces,5,2
13184,9/6/17,Sanaa,Nihm,Bani Bariq,Pro-Houthi forces,Military_Security_Target,Forces,22,6
13185,9/6/17,Sanaa,Nihm,Al-Madfon,Pro-Houthi forces,Military_Security_Target,Forces,unkn,2
13186,9/6/17,Sanaa,Nihm,Al-Madfon,Pro-Houthi reinforcements,Military_Security_Target,Moving Target (weapons/fighters),unkn,2
13187,9/6/17,Hajja,Harad,-,Pro-Houthi forces,Military_Security_Target,Forces,19,4
13188,9/6/17,Jawf,Khab Wa Al-Sha'af,Al-Yatamah,Civilian's vehicle,Civilian,Vehicle/Bus,unkn,1
13189,9/6/17,Marib,Sirwah,-,Pro-Houthi forces,Military_Security_Target,Forces,14,2
13190,9/6/17,Saada,Haydan,Marran,Main road,Infrastructure,Transport,1,1
13191,9/6/17,Saada,Al-Dhaher,-,Unknown,Unknown,Unknown,1,1
13192,9/6/17,Saada,Haydan,-,Haydan - Al-Dhaher road,Infrastructure,Transport,14,2
13193,9/6/17,Saada,Kitaf Wa Al-Boqe'e,Al-Boqe'e,Unknown,Unknown,Unknown,unkn,6
13194,9/6/17,Saada,Haydan,Al-Aqabah,Pro-Houthi forces,Military_Security_Target,Forces,18,2
13195,9/6/17,Saada,Baqim,"Mandabah, Al-Mojdie",Unknown,Unknown,Unknown,24,4
13196,9/6/17,Taiz,Dhubab,Hawzan,Unknown,Unknown,Unknown,1,2
13197,9/6/17,Taiz,Al-Mukha,East of Yakhtol,Pro-Houthi sites,Military_Security_Target,Military Site,4,1
13198,9/6/17,Taiz,Al-Wazi'iyah,Sha'bo,Civilian's vehicle,Civilian,Vehicle/Bus,24,1
13199,10/6/17,Sanaa,Nihm,Al-Safih,Pro-Houthi forces,Military_Security_Target,Forces,unkn,-
13200,10/6/17,Sanaa,Nihm,Bani Bariq,Farms,Economic_Infrastructure,Farms,21,2
13201,10/6/17,Hajja,Harad,-,Unknown,Unknown,Unknown,unkn,4
13202,10/6/17,Hajja,Midi,-,Unknown,Unknown,Unknown,unkn,3
13203,10/6/17,Marib,Sirwah,"Al-Rabi'ah, Al-Ashqari, Main road",Unknown,Unknown,Unknown,20,1
13204,10/6/17,Marib,Sirwah,"Al-Rabi'ah, Al-Ashqari, Main road",Unknown,Unknown,Unknown,22,3
13205,10/6/17,Saada,Kitaf Wa Al-Boqe'e,Al-Boqe'e,Unknown,Unknown,Unknown,unkn,4
13206,10/6/17,Saada,Al-Dhaher,Al-Malaheet,Unknown,Unknown,Unknown,20,1
13207,10/6/17,Saada,Baqim,Al-Sha'eir valley,Unknown,Unknown,Unknown,21,1
13208,10/6/17,Taiz,Al-Silw,-,Al-Naqil road,Infrastructure,Transport,15,1
13209,10/6/17,Taiz,Jabal Habashy,Al-Mon'im mountain,Unknown,Unknown,Unknown,15,1
13210,11/6/17,Hajja,Harad,-,Unknown,Unknown,Unknown,unkn,3
13211,11/6/17,Hajja,Midi,-,Unknown,Unknown,Unknown,unkn,3
13212,11/6/17,Hajja,Mustaba,Khadlan valley,Herd of Cattle,Economic_infrastructure,Farms,21,1
13213,11/6/17,Marib,Sirwah,"Airport, Haylan, Al-Rabi'ah",Unknown,Unknown,Unknown,unkn,7
13214,11/6/17,Marib,Sirwah,"Al-Rabi'ah, Airport",Unknown,Unknown,Unknown,20,3
13215,11/6/17,Marib,Sirwah,-,Pro-Houthi reinforcements,Military_Security_Target,Moving Target (weapons/fighters),unkn,-
13216,11/6/17,Saada,Al-Dhaher,Al-Malaheet,Unknown,Unknown,Unknown,22,3
13217,11/6/17,Saada,Al-Dhaher,-,Unknown,Unknown,Unknown,24,2
13218,11/6/17,Saada,Haydan,-,Unknown,Unknown,Unknown,24,1
13219,11/6/17,Taiz,Salah,Softil hill,Softil Hotel,Economic_infrastructure,Private business,5,11+
13220,11/6/17,Taiz,Al-Mukha,North of Yakhtol,Unknown,Unknown,Unknown,6,2
13221,11/6/17,Taiz,Al-Mukha,Yakhtol,Unknown,Unknown,Unknown,24,3
13222,11/6/17,Taiz,Dhubab,Al-Omary,Unknown,Unknown,Unknown,24,1
13223,12/6/17,Capital,Al-Thawrah,Al-Hasabah,Maintenance Military Unit,Military_Security_Target,Military Site,6,1
13224,12/6/17,Sanaa,Nihm,"Mahali, Bani Bariq",Pro-Houthi forces,Military_Security_Target,Military Site,6,2
13225,12/6/17,Hajja,Mustaba,Khadlan valley,Unknown,Unknown,Unknown,14,2
13226,12/6/17,Hajja,Harad,-,Unknown,Unknown,Unknown,unkn,3
13227,12/6/17,Hajja,Midi,-,Unknown,Unknown,Unknown,unkn,2
13228,12/6/17,Hudaydah,Al-Khawkhah,Mawshij,Civilian's house,Civilian,Residential Area,22,1
13229,12/6/17,Hudaydah,Al-Khawkhah,-,Al-Jouzi Historical mosque,Cultural_heritage,Historical buildings/Towns,22,-
13230,12/6/17,Marib,Sirwah,-,Unknown,Unknown,Unknown,unkn,5
13231,12/6/17,Marib,Sirwah,-,Unknown,Unknown,Unknown,unkn,5
13232,12/6/17,Marib,Sirwah,Haylan mountain,Pro-Houthi forces,Military_Security_Target,Forces,24,2
13233,12/6/17,Saada,Baqim,"Al-Tho'ban, Sha'eer valley",Pro-Houthi forces,Military_Security_Target,Forces,1,2
13234,12/6/17,Saada,Shada'a,-,Unknown,Unknown,Unknown,2,-
13235,12/6/17,Saada,Majz,-,Pro-Houthi sites,Military_Security_Target,Military Site,14,1
13236,12/6/17,Saada,Al-Dhaher,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,-
13237,12/6/17,Saada,Haydan,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,-
13238,12/6/17,Shabwa,Asilan,Al-Saq,Pro-Houthi forces,Military_Security_Target,Forces,3,2
13239,12/6/17,Shabwa,Asilan,Qarn Sofah mountain,A military vehicle,Military_Security_Target,Moving Target (weapons/fighters),unkn,1
13240,12/6/17,Shabwa,Asilan,-,Al-Safhah military site,Military_Security_Target,Military Site,unkn,1
13241,12/6/17,Shabwa,Asilan,-,Artillery,Military_Security_Target,Other,unkn,1
13242,12/6/17,Taiz,Mawza,Hill,Unknown,Unknown,Unknown,2,1
13243,12/6/17,Taiz,Dhubab,Al-Omary,Pro-Houthi forces,Military_Security_Target,Forces,23,3
13244,12/6/17,Taiz,Al-Mukha,Yakhtol,Unknown,Unknown,Unknown,23,1
13245,12/6/17,Taiz,Al-Mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,24,2
13246,12/6/17,Taiz,Mawza,Al-Hamili,Pro-Houthi forces,Military_Security_Target,Forces,24,1
13247,13/06/2017,Hajja,Harad,-,Hangar(people used to sell Qat),Economic_Infrastructure,Private business,unkn,-
13248,13/06/2017,Hajja,Harad,-,Harad market,Civilian,Market Place,21,2
13249,13/06/2017,Hajja,Midi,-,Unknown,Unknown,Unknown,21,1
13250,13/06/2017,Hajja,Harad,-,Hotel,Economic_infrastructure,Private business,unkn,-
13251,13/06/2017,Hajja,Mustaba,Al-Dawar,Unknown,Unknown,Unknown,22,1
13252,13/06/2017,Saada,Majz,Takhyah,Weapons storage,Military_Security_Target,Weapon Storage,unkn,1
13253,13/06/2017,Saada,Kitaf Wa Al-Boqe'e,Al-Boqe'e,Pro-Houthi sites,Military_Security_Target,Military Site,23,6
13254,13/06/2017,Taiz,Al-Mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,23,3
13255,14/06/2017,Dhamar,Dhamar City,-,Dhamar University,Educational_Facility,University,unkn,1
13256,14/06/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,unkn,3
13257,14/06/2017,Hajja,Midi,-,Unknown,Unknown,Unknown,unkn,2
13258,14/06/2017,Hudaydah,Al-Khawkhah,Al-Mahraq,Pro-Houthi sites,Military_Security_Target,Military Site,24,2
13259,14/06/2017,Marib,Sirwah,-,Unknown,Unknown,Unknown,22,2
13260,14/06/2017,Saada,Al-Dhaher,-,Unknown,Unknown,Unknown,20,2
13261,14/06/2017,Taiz,Al-Mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,2,1
13262,14/06/2017,Taiz,Al-Mukha,Yakhtol,Unknown,Unknown,Unknown,4,2
13263,14/06/2017,Taiz,Al-Ma'afir,Al-Kadhah,A military tank,Military_Security_Target,Moving Target (weapons/fighters),unkn,-
13264,14/06/2017,Taiz,Mawza,Al-Hamili,Pro-Houthi forces,Military_Security_Target,Forces,unkn,-
13265,14/06/2017,Taiz,Dhubab,Al-Omary,Pro-Houthi forces,Military_Security_Target,Forces,20,3
13266,14/06/2017,Taiz,Al-Mukha,East of Nabidhah,Pro-Houthi forces,Military_Security_Target,Forces,22,3
13267,15/06/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,unkn,8
13268,15/06/2017,Hajja,Midi,-,Unknown,Unknown,Unknown,unkn,8
13269,15/06/2017,Lahj,Al-Madaribah Wa Al-Arah,Kahboub,Unknown,Unknown,Unknown,14,4
13270,15/06/2017,Marib,Sirwah,Al-Mukhaddarah,Unknown,Unknown,Unknown,2,1
13271,15/06/2017,Marib,Sirwah,-,Unknown,Unknown,Unknown,23,3
13272,15/06/2017,Marib,Sirwah,-,Unknown,Unknown,Unknown,24,3
13273,15/06/2017,Taiz,Al-Mukha,Nabidhah mountain,Pro-Houthi forces,Military_Security_Target,Forces,1,1
13274,15/06/2017,Taiz,Salah,Al-Sallal hill,Pro-Houthi sites,Military_Security_Target,Military Site,unkn,-
13275,15/06/2017,Taiz,Salah,Al-Ja'shah hill,Pro-Houthi sites,Military_Security_Target,Military Site,unkn,2
13276,15/06/2017,Taiz,Salah,Hayl hill,Pro-Houthi forces,Military_Security_Target,Forces,9,2
13277,15/06/2017,Taiz,Al-Mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,unkn,4
13278,16/06/2017,Sanaa,Bani Matar,Faj Attan mountain,Unknown,Unknown,Unknown,22,2
13279,16/06/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,unkn,5
13280,16/06/2017,Hajja,Midi,-,Unknown,Unknown,Unknown,unkn,5
13281,16/06/2017,Jawf,Al-Maslub,Al-Saqiyah,Pro-Houthi sites,Military_Security_Target,Military Site,1,1
13282,16/06/2017,Jawf,Al-Maslub,-,Pro-Houthi reinforcements,Military_Security_Target,Moving Target (weapons/fighters),unkn,1
13283,16/06/2017,Marib,Sirwah,"Al-Mukhaddarh, Haylan, Al-Rabi'ah",Pro-Houthi forces,Military_Security_Target,Forces,unkn,6
13284,16/06/2017,Saada,Sa'ada,Kahlan,Kahlan Military Camp,Military_Security_Target,Military Site,16,1
13285,16/06/2017,Saada,Haydan,Marran,Unknown,Unknown,Unknown,17,1
13286,16/06/2017,Saada,Al-Dhaher,Al-Malaheet,Unknown,Unknown,Unknown,17,1
13287,16/06/2017,Saada,Majz,Al-Ja'malah,Unknown,Unknown,Unknown,22,1
13288,16/06/2017,Taiz,Al-Mukha,Al-Mahjar ,Civilian's house,Civilian,Residential Area,14,1
13289,16/06/2017,Taiz,Al-Mukha,Yakhtol,Pro-Houthi sites,Military_Security_Target,Military Site,unkn,7
13290,16/06/2017,Taiz,Salah,Al-Janad,Pro-Houthi forces,Military_Security_Target,Forces,unkn,1
13291,16/06/2017,Taiz,Salah,Al-Salal hill,Pro-Houthi forces,Military_Security_Target,Forces,unkn,1
13292,16/06/2017,Taiz,Al-Mukha,North-east of Yakhtol,Unknown,Unknown,Unknown,22,1
13293,16/06/2017,Taiz,Mawza,-,Main road,Infrastructure,Transport,unkn,1
13294,17/06/2017,Sanaa,Nihm,Al-Madfon,A military vehicle,Military_Security_Target,Moving Target (weapons/fighters),unkn,1
13295,17/06/2017,Sanaa,Nihm,Al-Madfon,Farms,Economic_infrastructure,Farms,20,1
13296,17/06/2017,Bayda,Al-Sawadiyah,-,26th Mechanized Infantry Brigade,Military_Security_Target,Military Site,21,3
13297,17/06/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,unkn,13+
13298,17/06/2017,Hajja,Midi,-,Unknown,Unknown,Unknown,unkn,13+
13299,17/06/2017,Hajja,Midi,Midi desert,Sudanese forces,Military_Security_Target,Forces,20,3
13300,17/06/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,unkn,3
13301,17/06/2017,Hajja,Midi,-,Unknown,Unknown,Unknown,unkn,2
13302,17/06/2017,Marib,Sirwah,"Haylan, Al-Rabi'ah",Pro-Houthi forces,Military_Security_Target,Forces,unkn,2
13303,17/06/2017,Marib,Sirwah,Al-Dhwar,Unknown,Unknown,Unknown,19,1
13304,17/06/2017,Marib,Sirwah,Bab Al-Mahajirah,Pro-Houthi reinforcements,Military_Security_Target,Moving Target (weapons/fighters),unkn,1
13305,17/06/2017,Saada,Haydan,Marran,Main road,Infrastructure,Transport,1,2
13306,17/06/2017,Saada,Al-Dhaher,-,Pro-Houthi sites,Military_Security_Target,Military Site,2,4
13307,17/06/2017,Saada,Baqim,Sha'eir valley,Pro-Houthi sites,Military_Security_Target,Military Site,19,2
13308,17/06/2017,Saada,Kitaf Wa Al-Boqe'e,Al-Sawh,Pro-Houthi sites,Military_Security_Target,Military Site,23,1
13309,17/06/2017,Saada,Shada'a,Al-Mashnaq,Market,Civilian,Market Place,24,-
13310,17/06/2017,Taiz,Al-Mukha,North-east of Yakhtol,Unknown,Unknown,Unknown,2,1
13311,17/06/2017,Taiz,Salah,Al-Janad,Al-Janad Military Camp,Military_Security_Target,Military Site,unkn,1
13312,17/06/2017,Taiz,Al-Taiziyah,-,Unknown,Unknown,Unknown,unkn,1
13313,18/06/2017,Sanaa,Sanhan,Al-Sawad,Al-Sawad Military Camp,Military_Security_Target,Military Site,18,2
13314,18/06/2017,Bayda,Rada'a,Qaifah,Pro-Houthi sites,Military_Security_Target,Military Site,unkn,10+
13315,18/06/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,unkn,9
13316,18/06/2017,Hajja,Midi,-,Unknown,Unknown,Unknown,unkn,9
13317,18/06/2017,Hudaydah,Al-Khawkhah,Al-Wa'rah,Unknown,Unknown,Unknown,20,1
13318,18/06/2017,Saada,Sa'ada,Kahlan,Kahlan Military Camp,Military_Security_Target,Military Site,18,2
13319,18/06/2017,Taiz,Salah,Al-Sallal hill,Pro-Houthi forces,Military_Security_Target,Forces,unkn,-
13320,18/06/2017,Taiz,Salah,Kilabah,SSF Camp,Military_Security_Target,Military Site,20,2
13321,18/06/2017,Taiz,Maqbanah,Al-Barah,Pro-Houthi forces,Military_Security_Target,Forces,unkn,1
13322,19/06/2017,Dhamar,Ans,Bab Al-Fulak,Main road,Infrastructure,Transport,3,1
13323,19/06/2017,Dhamar,Dhamar City,Bab Al-Fulak,Pro-Houthi sites,Military_Security_Target,Military Site,24,1
13324,19/06/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,unkn,9
13325,19/06/2017,Hajja,Midi,-,Unknown,Unknown,Unknown,unkn,8
13326,19/06/2017,Hajja,Mustaba,Al-Khamis market,Market,Civilian,Market Place,24,1
13327,19/06/2017,Hudaydah,Al-Khawkhah,-,Unknown,Unknown,Unknown,23,2
13328,19/06/2017,Marib,Sirwah,-,Sirwah Market,Civilian,Market Place,20,1
13329,19/06/2017,Marib,Sirwah,Sirwah market,Mosque,Civilian,Mosque,20,1
13330,19/06/2017,Saada,Sa'ada,The City,Commercial Store,Economic_infrastructure,Private business,unkn,1
13331,19/06/2017,Saada,Shada'a,-,Unknown,Unknown,Unknown,unkn,1
13332,19/06/2017,Taiz,Al-Mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,20,3
13333,20/06/2017,Hajja,Midi,Midi desert,Pro-Houthi forces,Military_Security_Target,Forces,unkn,-
13334,20/06/2017,Hajja,Midi,-,Unknown,Unknown,Unknown,9,1
13335,20/06/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,unkn,9
13336,20/06/2017,Hajja,Midi,-,Unknown,Unknown,Unknown,unkn,9
13337,20/06/2017,Marib,Sirwah,-,Unknown,Unknown,Unknown,24,2
13338,20/06/2017,Saada,Baqim,Al-Tho'ban,Unknown,Unknown,Unknown,24,3
13339,20/06/2017,Taiz,Dhubab,Al-Omary,Al-Omary Schools,Educational_Facility,School,22,1
13340,21/06/2017,Sanaa,Nihm,Harib Nihm,Unknown,Unknown,Unknown,2,1
13341,21/06/2017,Hajja,Harad,"West of Ahim junction, Bani Al-Haddad",Pro-Houthi sites,Military_Security_Target,Military Site,unkn,5
13342,21/06/2017,Hajja,Midi,Bahees,Pro-Houthi sites,Military_Security_Target,Military Site,unkn,4
13343,21/06/2017,Hajja,Hayran,"Bani Al-Khamj, Al-Sanadiq",Two military vehicles,Military_Security_Target,Moving Target (weapons/fighters),unkn,1
13344,21/06/2017,Marib,Sirwah,-,Unknown,Unknown,Unknown,2,2
13345,21/06/2017,Marib,Sirwah,"Al-Mukhaddarah, Haylan mountain",Pro-Houthi forces,Military_Security_Target,Forces,unkn,9
13346,21/06/2017,Marib,Sirwah,-,Sirwah Market,Civilian,Market Place,unkn,9
13347,21/06/2017,Marib,Sirwah,Al-Rabi'ah,Unknown,Unknown,Unknown,unkn,9
13348,21/06/2017,Saada,Shada'a,Al-Dhay'ah,Three military vehicles,Military_Security_Target,Moving Target (weapons/fighters),1,5
13349,21/06/2017,Saada,Baqim,Al-Tho'ban,Pro-Houthi forces,Military_Security_Target,Forces,14,6
13350,21/06/2017,Saada,Kitaf Wa Al-Boqe'e,"Abo Jabarah valley, Al-Fara'a",Unknown,Unknown,Unknown,unkn,2
13351,21/06/2017,Taiz,Al-Mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,unkn,-
13352,21/06/2017,Taiz,Dhubab,-,Pro-Houthi sites,Military_Security_Target,Military Site,unkn,-
13353,22/06/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,unkn,7+
13354,22/06/2017,Hajja,Midi,-,Unknown,Unknown,Unknown,unkn,7+
13355,22/06/2017,Jawf,Al-Maslub,Al-Saqiyah,Two military vehicles,Military_Security_Target,Moving Target (weapons/fighters),unkn,7+
13356,22/06/2017,Marib,Sirwah,-,Unknown,Unknown,Unknown,2,9
13357,22/06/2017,Marib,Sirwah,-,Unknown,Unknown,Unknown,6,3
13358,22/06/2017,Marib,Sirwah,-,Bait Al-Radmani school,Educational_Facility,School,9,2
13359,22/06/2017,Marib,Sirwah,-,Unknown,Unknown,Unknown,unkn,24
13360,22/06/2017,Marib,Sirwah,"Hamah Thawabah, Al-R\bi'ah, Al-Ashqari",Pro-Houthi sites,Military_Security_Target,Military Site,unkn,10
13361,22/06/2017,Saada,Razih,-,Unknown,Unknown,Unknown,9,1
13362,22/06/2017,Shabwa,Asilan,"Al-Khaialah mountain, Dar Al-Mansir",Pro-Houthi sites,Military_Security_Target,Military Site,unkn,-
13363,22/06/2017,Shabwa,Bayhan,"Al-Khaidhar, Bait Da'mak, Bait Subayh, Lahjn station",Pro-Houthi sites,Military_Security_Target,Military Site,unkn,-
13364,22/06/2017,Taiz,Al-Taiziyah,Al-Hawban,Rescue Police HQ,Military_Security_Target,Military Site,unkn,3
13365,22/06/2017,Taiz,Salah,-,Pro-Houthi sites,Military_Security_Target,Military Site,unkn,3
13366,23/06/2017,Capital,Al-Sab'ein,Noqom mountain,Al-Hafa Military Camp,Military_Security_Target,Military Site,8,2
13367,23/06/2017,Jawf,Al-Maslub,-,Unknown,Unknown,Unknown,unkn,2
13368,23/06/2017,Lahj,Al-Madaribah Wa Al-Arah,Kahboub,Unknown,Unknown,Unknown,24,7
13369,23/06/2017,Marib,Sirwah,"Al-Hajlan, Al-Rabi'ah",Unknown,Unknown,Unknown,unkn,4
13370,23/06/2017,Marib,Sirwah,Al-Mukhaddarah,Pro-Houthi forces,Military_Security_Target,Forces,unkn,4
13371,23/06/2017,Marib,Sirwah,-,Sirwah Market,Civilian,Market Place,unkn,4
13372,23/06/2017,Marib,Sirwah,"Haylan mountain, Al-Najd, Al-Mashjah, Al-Mukhaddarah, Al-Rabi'ah, Main road",Unknown,Unknown,Unknown,unkn,24
13373,23/06/2017,Saada,Kitaf Wa Al-Boqe'e,Rushahah,Unknown,Unknown,Unknown,3,1
13374,23/06/2017,Saada,Kitaf Wa Al-Boqe'e,Al-Rasifat,Unknown,Unknown,Unknown,unkn,5
13375,23/06/2017,Saada,Baqim,Al-Maghram,Civilian's house,Civilian,Residential Area,4,1
13376,23/06/2017,Saada,Shada'a,Al-Mashnaq,Market,Civilian,Market Place,15,3
13377,23/06/2017,Taiz,Al-Wazi'iyah,-,Unknown,Unknown,Unknown,24,3
13378,24/06/2017,Hajja,Harad,East of Harad city,Two military vehicles,Military_Security_Target,Moving Target (weapons/fighters),18,2
13379,24/06/2017,Hajja,Midi,Al-Khadhra'a,Pro-Houthi forces,Military_Security_Target,Forces,18,3
13380,24/06/2017,Marib,Sirwah,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,1
13381,24/06/2017,Marib,Sirwah,"Haylan mountain, Al-Najd, Al-Mukhaddarah, Al-Dheeq",Pro-Houthi forces,Military_Security_Target,Forces,unkn,8+
13382,24/06/2017,Marib,Sirwah,-,Sirwah Market,Civilian,Market Place,unkn,8+
13383,24/06/2017,Saada,Kitaf Wa Al-Boqe'e,Al-Boqe'e,Unknown,Unknown,Unknown,20,5
13384,24/06/2017,Saada,Baqim,Al-Sha'eir mountain,Unknown,Unknown,Unknown,23,1
13385,24/06/2017,Taiz,Al-Wazi'iyah,-,Unknown,Unknown,Unknown,unkn,11
13386,25/06/2017,Sanaa,Nihm,"Maswarah, Al-Ashraf",Unknown,Unknown,Unknown,15,2
13387,25/06/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,unkn,4
13388,25/06/2017,Hajja,Midi,-,Unknown,Unknown,Unknown,unkn,3
13389,25/06/2017,Jawf,Al-Maton,Al-Ham,Unknown,Unknown,Unknown,3,1
13390,25/06/2017,Marib,Sirwah,-,Unknown,Unknown,Unknown,unkn,8
13391,25/06/2017,Marib,Sirwah,Al-Mos'id village,Residential Area,Civilian,Residential Area,15,5
13392,25/06/2017,Marib,Sirwah,Dhwar,Pro-Houthi forces,Military_Security_Target,Forces,unkn,1
13393,25/06/2017,Saada,Haydan,Marran,Pro-Houthi forces,Military_Security_Target,Forces,10,3
13394,25/06/2017,Saada,Baqim,"Al-Masahif, Al-Sabhan",Unknown,Unknown,Unknown,16,5
13395,25/06/2017,Taiz,Mawza,Nabidhah mountain,Unknown,Unknown,Unknown,11,2
13396,25/06/2017,Taiz,Al-Mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,11,1
13397,25/06/2017,Taiz,Al-Mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,unkn,5
13398,25/06/2017,Taiz,Al-Mukha,East of Yakhtol,Unknown,Unknown,Unknown,15,3
13399,26/06/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,unkn,5
13400,26/06/2017,Hajja,Midi,-,Unknown,Unknown,Unknown,unkn,5
13401,26/06/2017,Marib,Sirwah,"Al-Mashjah, Al-Ashqari, Haylan, Al-Rabi'ah, Airport",Unknown,Unknown,Unknown,unkn,14
13402,26/06/2017,Saada,Razih,Al-Shawariq,Residential Area,Civilian,Residential Area,9,1
13403,27/06/2017,Sanaa,Nihm,"Ghaylamah, Al-Sarah",Unknown,Unknown,Unknown,23,2
13404,27/06/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,unkn,2
13405,27/06/2017,Hajja,Midi,-,Unknown,Unknown,Unknown,unkn,1
13406,27/06/2017,Jawf,Al-Maslub,Malhan,A military vehicle,Military_Security_Target,Moving Target (weapons/fighters),unkn,1
13407,27/06/2017,Lahj,Al-Madaribah Wa Al-Arah,Kahboub,Pro-Houthi sites,Military_Security_Target,Military Site,10,2
13408,27/06/2017,Lahj,Al-Madaribah Wa Al-Arah,Kahboub,Pro-Houthi sites,Military_Security_Target,Military Site,unkn,4
13409,27/06/2017,Marib,Sirwah,Rabi'ah valley,Pro-Houthi forces,Military_Security_Target,Forces,unkn,1
13410,27/06/2017,Marib,Sirwah,"Al-Mukhaddarah, Haylan, Al-Dheeq, Al-Mahjazah",Pro-Houthi forces,Military_Security_Target,Forces,unkn,18
13411,27/06/2017,Saada,Shada'a,-,Residential Areas,Civilian,Residential Area,10,4
13412,27/06/2017,Saada,Razih,Burkan,Residential Area,Civilian,Residential Area,10,1
13413,27/06/2017,Saada,Monabbih,Al-Kharshah,Civilian's vehicle,Civilian,Vehicle/Bus,15,2
13414,27/06/2017,Saada,Al-Dhaher,-,Unknown,Unknown,Unknown,16,3
13415,27/06/2017,Shabwa,Asilan,Bait Dabwah,Anti-Houthi groups,Military_Security_Target,Forces,5,1
13416,27/06/2017,Shabwa,Asilan,Bait Dabwah,Unknown,Unknown,Unknown,5,1
13417,27/06/2017,Taiz,Al-Wazi'iyah,-,Al-Wazi'iyah road,Infrastructure,Transport,14,5
13418,27/06/2017,Taiz,Al-Wazi'iyah,Azzan,Pro-Houthi forces,Military_Security_Target,Forces,16,3
13419,27/06/2017,Taiz,Mawza,-,Pro-Houthi reinforcements,Military_Security_Target,Moving Target (weapons/fighters),unkn,3
13420,27/06/2017,Taiz,Dhubab,Al-Hunaishiyah,Civilian's house,Civilian,Residential Area,17,2
13421,27/06/2017,Taiz,Maqbanah,Al-Barah,Unknown,Unknown,Unknown,19,1
13422,27/06/2017,Taiz,Al-Wazi'iyah,Al-Ahiouq,Unknown,Unknown,Unknown,22,1
13423,28/06/2017,Sanaa,Nihm,Bani Bariq,Unknown,Unknown,Unknown,19,1
13424,28/06/2017,Hajja,Midi,Midi desert,Pro-Houthi forces,Military_Security_Target,Forces,unkn,-
13425,28/06/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,20,2
13426,28/06/2017,Hajja,Midi,-,Unknown,Unknown,Unknown,20,2
13427,28/06/2017,Jawf,,Tahnoun hill,Unknown,Unknown,Unknown,unkn,1
13428,28/06/2017,Marib,Sirwah,-,Pro-Houthi reinforcements,Military_Security_Target,Moving Target (weapons/fighters),unkn,-
13429,28/06/2017,Saada,Shada'a,-,Unknown,Unknown,Unknown,unkn,2
13430,28/06/2017,Saada,Al-Dhaher,-,Unknown,Unknown,Unknown,unkn,5
13431,29/06/2017,Sanaa,Nihm,Bani Bariq,Farms,Economic_infrastructure,Farms,unkn,2
13432,29/06/2017,Sanaa,Nihm,Ghaylamah,Unknown,Unknown,Unknown,24,4
13433,29/06/2017,Hajja,Midi,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,-
